7831868|875103701|2018-10-07|jum***|"흔한다면 흔한 전개인데 묘하게 계속 읽게되네요. 주인공이 먼치킨이 아니라서? 기연은 다 긁어모으지만 마법이나 무술은 못 하는 주인공이 특이합니다. 대신 주변에 드래곤부터 소드마스터까지 먼치킨이 득실대며 지켜주지만요.

***
19년 12월
1년 넘게 보고 있네요. 표지는 예전게 나은거 같아요. 새 표지 케일은 무슨 양아치처럼 생겼어요. 전쟁 시작되고 진짜 재미있었는데 하얀별과 본격 대결구도 들어가면서 좀 텐션이 떨어졌어요. 작가님 특성상 인물 하나하나의 서사를 다 설명하다 보니 좀 툭툭 끊어지는 느낌도 들고요. 결말까지 정해놓고 쓰시는 걸 텐데 버릴건 과감히 버려야 긴장감이 유지된다는걸 잊지 않으셨음 합니다.

*****

400화 중반쯤부터 지겨워져요. 진짜 매일 나오는거 기다려서 봤는데 안 봤어요. 한 1년 만에 다시 보니 500화까지 왔는데 마계요? 그냥 고대의 힘 선에서 정리했음 좋았을거 같아요. 글이 마냥 길어진다고 좋은게 아닌듯."|100|4|1
7832129|875103701|2020-05-06|ggi***|리디 관리자님? 오늘 2시부터 5시까지 점검이던데 지금 2시예요 늦어지면 공지라도 올리시던가 지금 이용자들 불편하게 뭐하시는지 모르겠네요|100|17|1
7837401|875103701|2018-10-08|but***|러브라인이 쥐똥만큼도 없어서 좋네요. 스케일크고 떡밥의 투척과 회수가 적절합니다. 캐릭터도 다들 개성있구요.|100|545|1
7838772|875103701|2018-10-08|han***|"시작부분 읽고 흔한 양판소설이라고 생각했는데
아랫분 댓글처럼 뻔한 소재와 뻔한 스토리를 어떤작가가 쓰냐에 따라 이렇게 다르네요 ㅋㅋ
하도 책을 많이 보다 보니 요즘은 읽을 만한것도 없고
읽다가 중도하차하는 경우도 엄청 많았는데
이건 정말 한권한권 아껴봤어요 ㅋㅋ
연재되는데로 하나씩보고 완결되면 첨부터 다시 읽으려고요 ㅋ
부디 완결까지 잘 이끌어주시길 바라용 ㅎㅎ"|100|18|1
7840246|875103701|2018-10-08|bro***|오랜만에 재밌게 읽었네요|NULL|0|0
7848356|875103701|2018-10-09|die***|용 너무 귀여워요 ㅋ 이런 소설 너무 좋아 ㅋ|100|3|1
7849370|875103701|2018-10-09|bhn***|뻔한 소재인데도 쓰는 작가에 따라 이렇게 다르네요. 몰입감 좋고 개연성 좋고 늘어지는 부분 없이 치고빠지는 떡밥회수...라온처럼 드래곤인데 순진하고 아방한 캐릭터 극혐했었는데 우리 라온이는 다릅니다...우리 라온이 이제 겨우 6살인 아이라구욧!!|100|3|1
7849457|875103701|2018-10-09|jic***|"이건 판타지를 빙자한 현판이야.
판타지는 식상해서 안보는데 이건. ..
판타지  문제가 아니라 작가 문제였군
쵝오다"|NULL|0|0
7850456|875103701|2018-10-09|nan***|정주행 2번!!! 정말  재밌게 보고 있습니다!!!!|100|1|1
7853142|875103701|2018-10-09|kri***|케일님은 신이시다.|100|0|1
7853945|875103701|2018-10-09|ume***|재밌어요 수인족들이랑 용이 너무 귀여워요 ㅋㅋㅋㅋ 막 판타지소설 중 몇몇은 쓸데없이 여성 나오면 무척 아름다웠느니 뭐니 묘사 겁나하고 그 여성들이 주인공을 사랑하는 하렘물 만들고 막 그러는데 이건 그러지 않아서 좋아요. 진부한 사랑보단 ㅋㅋㅋㅋ 다들 여러가지의 감정으로 주인공을 애끼는게 보여서 더 재밌어요 ㅋㅋㅋㅋ|100|385|1
7864309|875103701|2018-10-11|saa***|"재미있네요
물론 무력만 빠진 먼치킨 주인공이간 하지만...
최근 리디 판타지중 최고로 재미있게 읽었습니다
개연성, 캐릭터 등등 따질꺼 없이 재밌습니다
판타지가 그럼 된거 안닙니까
뭔 세계관이네  뭐네 모르겠고요
재미는 보장"|100|3|1
7883195|875103701|2018-10-14|kim***|제목이 참 저렴하지만 내용이 아주 좋습니다.|100|1|1
7886740|875103701|2018-10-14|arc***|ㅡㅡ 재밌는데 미완결을 손대다니 내발등찍는중ㅎ|NULL|0|0
7907863|875103701|2018-10-16|rur***|잼있어요~ 그냥 쭉 보게되네여|NULL|0|0
7917320|875103701|2018-12-19|phe***|"재밌는데  언제쯤  완결될까요?
6개월 전쯤 100회넘게 보다가
지금다시보는데   아직도  미완결이네요 ᆢ
 다음편  기다리다  보니
앞편 내용이  가물가물 ᆢ
빨리 끝까지  보고싶은데  아쉽네요!"|80|2|1
7917917|875103701|2018-10-17|bir***|재미는 있는데 문장이 영 부자연 스럽네요.|60|19|1
7924244|875103701|2018-10-18|whh***|그놈의 주인공은 건어물도 아닌데 뭐 맨날 건조하고 나른해....|60|107|1
7925418|875103701|2018-10-18|luk***|원래 이런류 안 좋아하는데 이 글은 재미있게 읽었어요. 전 기다렸다 단행본으로 나오면 읽겠습니다|NULL|0|0
7944034|875103701|2018-10-20|mik***|"아 캐릭터들이 너무 매력적이예요 ㅋㅋ
열심히 보고 있습니다!!"|100|0|1
7945398|875103701|2018-10-20|psw***|"적어도 돈이 아깝진 않네요
좀 더 많이 연재분이 나오기를..."|100|0|1
7948680|875103701|2018-10-20|adi***|쉽고 재밌네요 ㅎㅎ|100|1|1
7955313|875103701|2018-11-06|neo***|가볍게 즐길 수 있는유쾌한 글이예요~.|100|2|1
7956136|875103701|2018-10-21|dla***|ㅋㅋㅋㅋ진짜 재밌어요|100|1|1
7963633|875103701|2018-10-22|kro***|"//< 별 5점
2018/10/22 작성
각 캐릭터들의 말투, 행동, 반응하는 모습 등등이 진짜 개성넘쳐서 재밌네요 ㅋㅋㅋㅋ

//< 별 3점
2018/12/01 수정

작가님의 문제인건지 리디북스의 문제인건지 연재가 된다 안된다 추가석인 설명도 없고 공지도 안되어있고 답답하네요.

상황을 보니 평일 연재 주말 휴재 인 상황인 것 같은데 어쩌다가 하루 안나오고 다음날 이회분이 나오질 않나 금요일에도 잘 나오더니 이번에는 안나오고 추가적인 공지도 없고 답답하네요.

주말까지 포함해서 매일매일 연재되는 소설도 있고, 아닌 소설도 있는데...
아닌  소설들은 대부분 며칠며칠해서 연재가 됩니다. 이 날에는 휴재입니다 등등의 공지가 올라오는데  여기는 올라오지도 않아요...

같이 보고있는 조선의 무당마저도 월 화 수 목 금 연재입니다. 이러고 있으니 말 다했죠 뭐...

심지어는 저번에도 이렇게 리뷰를 수정해서 10월달인가 11월 초 즈음에 써놨었는데 그제서야 부랴부랴 공지 잘 보이지도 않는곳에 툭 놔놓고 말이죠.

//< 별 2점
2019/01/01  수정

대단합니다 그려 30, 31, 01 삼일동안 연재가 안되었어요. 심지어 일, 월, 화 이렇게 3일이에요. 예전처럼 토, 일 이였으면 그러려니 하고 말았을텐데 뭐하는짓거리인지 어이가 없어서 헛웃음만 나옵니다.

작가님이 연재를 안한건지 아니면 리디북스에서 잘못한건지는 정확히 모르겠는데, 하다못해 공지사항이라도 올렸어야하는거 아닙니까?

예전에는 구매자 리뷰에서 저를 제외하고 이런 글들이 안올라왔었는데 하나 둘씩 올라오니 사태가 좀 심각하다 느껴집니다. 안그래도 슬슬 리디북스에서 손떼고 카카오페이지 넘어가야하나 고민중이였는데 이후 대처 보고 결정좀 해야할 것 같네요"|40|3|1
7979867|875103701|2018-10-24|klk***|머리굴리면서 꼭꼭 씹어읽지않고 편하게 쓱쓱 넘길 글이 필요하다면 추천. 어느새 읽다가 피식피식 거리고 있네요|100|6|1
7989722|875103701|2018-10-25|sky***|주인공의 생존이나 전략이 독특하고 각자 개성있는 캐릭터들이 많아서 재미있었습니다! 얼른 다음편|100|3|1
7998295|875103701|2018-10-26|kaf***|망나니 귀족자재, 또는 무가의 자식  몸에 다른사람의 영혼이 들어간경우 그 순간부터 망나니랑은 전혀 상관없는 삶을 사는 경우가 많은데 (초반 주변 사람들의 반응을 제외하면) 이 소설에서는 틈틈히 망나니라는 자신의 아이덴티티를 지키려고 노력하는 주인공의 모습이 인상적이네요|100|159|1
8015490|875103701|2018-10-28|red***|뭐랄까 약간의 위기도 없고 조금도 꼬이지 않은, 한결같이 강하고 언제나 고구마 없이 해결되는 시원한 소설이 읽고싶을때 추천.|100|0|1
8021497|875103701|2018-10-29|tri***|필력 실화임? 너무 심한데...|NULL|1|0
8050329|875103701|2018-11-02|q33***|"가끔가다 크게 오글거려서 멈칫할 정도인 말투와 설명,인물 관계가 너무 쉽게 맺어짐,자기가 참견했으면서 나한테 왜그래?라는 주인공. 단점은 많지만 동물들 줍줍하는 맛에 계속 읽는 중..
긴장감 하나도 없지만 취향 맞는 사람은 잘 맞을 듯"|60|20|1
8055550|875103701|2018-11-15|sky***|와...미치긋네. 회마다 킬킬 웃으며 보고있는데 아주그냥 중간중간 쫄깃하게 만들어주시네요. 왜 리디포인트가있는데도 쓰지를못해! ㅜㅡㅜ 작가님 이대로만 계속 내주십쇼. 아...다음편 언제 나오나...|100|4|1
8058386|875103701|2018-11-03|hui***|재밌어요. 연재 기다립니다.|100|1|1
8059626|875103701|2018-11-03|fla***|정말정말 재미있게 봤어요. 시원시원한 전개 정말 취향입니다ㅜㅜ|100|2|1
8061062|875103701|2018-11-03|sup***|"킬링타임용.
지갑 두둑하신 분들 께만 추천!"|80|1|1
8069232|875103701|2018-11-04|sea***|가벼운 마음으로 읽기 좋은 글이었어요. 재밌습니다.|100|0|1
8081388|875103701|2018-11-28|kye***|너무 재밌었어요 책 사서 읽으며 이렇게 마음에 들기는 처음임.작가님 감사합니다.다음 작품도 기대 댑니다.|100|1|1
8091448|875103701|2018-12-09|sno***|진짜 이렇게 내 취향타는 거 첨이야 ㅠㅠㅠㅠㅠ하루하루 기다리면서 읽고 있다|100|4|1
8097382|875103701|2019-01-26|dpa***|케일님을 믿으세요. 케일님은 신이십니다.|100|5|1
8099515|875103701|2018-11-08|hij***|이거 정말 사이다에요!! 답답한 것도 없고 떡밥도 술술 잘 풀리고 정말 최고에요!! 작가님 나중에 이거 책을 내주실거죠?? 꼭 사고 싶습니다!!ㅠㅠㅠㅠㅠ|NULL|0|0
8102429|875103701|2018-11-08|jih***|답답한것도 없고 가벼운 마음으로 슥슥 읽을 수 있는 소설이네요 재밌습니다|100|2|1
8103188|875103701|2018-11-08|sid***|"전편 구매해서 읽었습니다.
가볍게 킬링타임용으로 읽기 좋지만 비문과 오타가 너무 심하고 문장을 구성하는데 있어서 선택되는 단어와 순서가 반복되고 어수룩해 진지한 장면에서도 유치하게 보이는 감이 없잖아 있습니다.
또 주인공과 인물들의 행동을 서술함에 있어서 중복되는 단어들이 꽤 많은데 같은 뜻을 가진 다른 단어를 써보면 어떨까 싶네요.
예를들면 늘 나오는 주인공의 '나른한 웃음' 이라거나 서로 대화할때마다 빠지지 않는 ""눈치가 빨라서-"", '~하는 케일(혹은 등장인물)이었다.' 와 같은것들이요.
스토리는 재밌지만 스토리를 구성함에 있어서 상당수를 차지하는 필력이 많이 아쉽습니다.
그닥 예민하지 않음에도 불구하고 보이는 비문과 오타는 간혹 읽기 힘들정도로 거슬리기도 합니다.."|80|32|1
8104686|875103701|2019-02-08|rac***|열두 시 전후로 들어오면 대부분 올라와 있던데 오늘따라 왜 이렇게 늦는 건지 ㅜㅜ 얼른 업로드 부탁합니당 ㅠㅠㅠㅠㅠㅠ|100|16|1
8106113|875103701|2018-11-09|msm***|자극적이지않은 소소한재미보장|100|2|1
8111310|875103701|2018-11-09|poo***|맞어..진부한 소재에다가 진부한 클리셰이고 착각계인데 작가님 필력이 다 살린듯. 치고 빠지는게 주인공만 잘하는게 아니고 작가님도 특출나심|NULL|2|0
8122508|875103701|2018-11-11|hai***|재미있는데 주인공이 읽었던 소설의 진주인공 최한 비중이 엑스트라만도 못해지는게 좀 아쉬움.... 이제는 캐릭터 성격조차 애매할 정도로 안 나오고 활약이 없는 쩌리가 됐으나, 빙의한 주인공이 이끌어가는 내용이나 전개 자체는 재미있음.|100|1|1
8127659|875103701|2019-12-17|ele***|"무심해서가 아니라 당연해서 그렇게 하는 사람의 이야기. 당연한 어른의 책임감과 서로를 향한 애정,그것으로서 서로 붙잡고 성장하는 이야기. 함께 행복하고자 함께 싸우는 이야기.희생당하거나,희생하려 하거나,심지어는 희생시키던 이까지도 모두 그 모든 것이 정답이 아니라는 걸 알고 강해지는 이야기.그래서 아주 따스한 이야기입니다.
완벽하다고 평하지 않습니다.그러나 요즘 시대가 그 따스함을 붙잡는 이를 비웃고,버리는 것이 미덕이라는 양 구는 판입니다.그런데 그것을 아주 당연하게 붙잡는 이들이 그로 인해 승리하고,버린 자는 자신이 버린 것들로 말미암아,쓸모없다 여겼던 것으로 인해 패배하게 되는 것이 백망되지요.이런 서사가 지극히 소중하다는 생각이 듭니다.
이야기를 논할 때 더 중하게 생각하는 요소는 누구나 다른 게 당연하지요.하지만 선량함과 어리석음과 나약함이 같다고 생각하고,사악함과 영민함과 강함이 같다고 생각하는 사람들은 어떤 것을 위주로 보든 이 이야기가 몰가치하고 재미없다고 생각하는 것 같습니다.
마음이 편한 길이 쉬운 길이고,아무리 돌아가더라도 해서는 안되는 것이 있으며,언제나 당연하게 어려운 길을 택하는 김록수.어린 용의 애정을 마음 깊게 새기어 무섭게 듣는, 케일 헤니투스로 살아가는 남자.그리고 그에게 구원받고 그를 구원하며 함께 걸어가는 이들.이런 그들의 이야기에 저는 함께 행복해지는 것을,눈시울이 적셔지는 것을 느꼈습니다.
부디 더 많은 사람이 이 이야기의 소중함을 알았으면 좋겠어요."|100|77|1
8139129|875103701|2018-11-13|jae***|캐릭터들은 적당히 매력이 있는데 흡입력이 부족하네요. 또 동생들를 포함해 이유 없이 주인공을 따르는 인물들도 있어서 어색해요..|60|12|1
8147175|875103701|2018-12-14|opo***|작가 가두고 소설만쓰게끔하고싶다...|100|10|1
8149579|875103701|2018-12-10|jos***|최한 멋있어요 ㅠㅠㅠ|100|2|1
8151398|875103701|2018-11-14|vkf***|진짜 뒤로 갈 수록 흥미진진해져요 호구 아닌척 호구인 주인공이야…|100|2|1
8153904|875103701|2018-11-14|coo***|"""지킨다.""
""믿는다.""
""하, 공자는 대체....""
""인간! 나는 위대하다!"" 의 무한반복.
초반에는 볼만했는데 중반 이후로는 완전 날림.
별 세 개."|60|54|1
8155447|875103701|2018-11-15|mir***|"로맨스 없고 가족애와 동지애 그리고 통쾌함이 가득한 글입니다.

주인공 일행들 다 매력있어요.  풍족하고 평온한 은퇴를 위해 지금의 귀찮은 일 들을 마다하지 않는 주인공과 나름 검은 속내를 못알아채고 선의의 오해를 적립하는 일행들 이야기가 재미있어요.

주변인들의 일관성 있는 착각계도 재미 쏠쏠하지만 가끔씩 동료들의 무서움에 쪼그라드는 케일의 모습이 재밌네요.

________________

케일님을 신으로 추종하시는 분들이 많은데요.  신이 아닌 영웅이라고 생각합니다. 소설 속 소설 '영웅의 탄생'이 직관적인 이 소설의 타이틀에 맞다고 봐요. 동료들과 함께 끊임없이 도전하고 승리하며 (백수라는) 목표를 향해 나아가는 인간은 영웅이죠.

_______________

작가님 힘내세요!  가족분의 건강과 가정의 행복을 기원합니다.
제가 많이 애정하는 [백작가의 망나니가 되었다]는 신간알림 신청 꾹 눌러놓고 기다릴게요.  우리 다같이 케일과 동료들의 여정을 함께 누려요."|100|84|1
8165031|875103701|2019-07-11|syh***|가끔 기분전환으로 몇 편씩 올려주실 생각 없으세요? ....ㅜㅜ....잼있는데...넘 잼있는데...감질나고 뒷편이 궁금해서리 못살것네요 ㅠㅠ..라온엄마두 만났는데 까망이랑 하양이가 꽁양거리며 꼬물거리는 모습도 보구잡아요.|100|1|1
8204649|875103701|2018-11-20|jud***|뒤늦게 공지를 보고 다시 몇자 남깁니다. 작가님 가족 분께서 부디 완쾌하시길 기원합니다. 병이 찾아온 사람보다도 더 힘든 게 그 옆을 지키는 사람이라죠. 부디 무리하지 않으시고 힘든 시간을 잘 이겨내시길 바랍니다. 꼭 좋은 결과와 소식 있을 거라 믿습니다. 힘내세요.|100|0|1
8205702|875103701|2018-11-20|mig***|존잼탱... 캐릭터들 하나하나 너무 귀여움ㅋㅋㅋㅋ|100|1|1
8205908|875103701|2018-11-20|efn***|"초반의 유치함을 버티기가 좀 힘든거같아요..
000는..!! 사실 짱 쎈데, 는 내 잔꾀승리.
요런느낌이어서.."|40|15|1
8210899|875103701|2018-11-21|dpw***|캐릭터들이 살아 움직이고 소재를 흥미롭게 풀어 재밌긴하지만... 나중에 가면 슬슬 지루해지는 원패턴의 해결방법, 묘사력의 부족 등으로 무감각하게 읽게 되는 것 같습니다. 그래도 사람이나 동물 줍는(?) 걸 보는 맛이 있어요. 이런 소재 좋아하시면 추천드립니다~|60|12|1
8212964|875103701|2018-11-21|ths***|오타가 너무 많아요. 목적어도 빼먹고 ㅁㅁ 라고 불렀다가 다음 문장에서 ㅇㅇ 라고? 하고 놀라는 부분도 있고. 빙의물에서 쉬고싶어하는데 구르는 주인공 소재를 좋아하는데 술술 풀리는 원패턴입니다. 원작의 주인공인 최한이 비중이 점점 작아져요. 무난한 재미는 있습니다.|100|1|1
8213756|875103701|2018-11-21|sun***|"최고의 판타지 소설~!!!
돈이 아깝지 않다"|100|1|1
8222482|875103701|2021-11-30|imz***|주인공도 재밌고 주변 인물들도 너무 매력적이에요.|100|3|1
8222891|875103701|2018-11-26|vit***|"진짜 글이 갈수록 재밌네요 이러기힘든데....
나름 탄탄하게 복선회수하고 케일은 바쁘지만 저는 속도감있는 스토리에 즐겁네요ㅋㅋㅋㅋㅋ
킬링타임 소설중에 베스트라고 생각합니다.
돈 하나도 안아깝고...너무 재밌어요 ㅠ"|100|4|1
8230558|875103701|2018-11-23|haj***|감히 말합니다. 지금 있는 그 모든 판타지 소설 중에서 가장 속시원하고 재미있고 가벼우면서도 다음편을 못보는게 화가 날정도로 중독성있는 소설입니다. 진짜 너무 작가님 ㅠㅜ 너무 사랑합니다|100|1|1
8247852|875103701|2018-11-25|cha***|주인공캐릭터진짜 매력있어요|NULL|0|0
8252689|875103701|2018-11-26|jir***|너무 재밌네요!!!|100|1|1
8255331|875103701|2018-11-26|110***|케일처럼 살아보고 싶다.|100|1|1
8256493|875103701|2018-11-26|to0***|라온 미르가 너무너무너무너무너무 귀여워요|100|1|1
8259091|875103701|2018-11-26|ans***|주인공이 하렘 안 차려서 좋았어요. 사건도 흥미진진하고 감동적인 부분도 있고요.|100|2|1
8259378|875103701|2018-12-31|ror***|업로드 너무 느려요......|100|10|1
8262445|875103701|2018-11-27|uus***|라온 폴리모프한 모습 보고싶다|100|3|1
8263053|875103701|2018-11-28|h2c***|용이 너~무 귀여워 미치겠음|100|6|1
8264326|875103701|2018-11-27|jcm***|일단 제대로 읽기 시작하면 계속 읽게 되는 것 같아요|100|1|1
8265204|875103701|2018-11-27|win***|"절대적으로 흔들리지 않는 인간적이고 긍정적인 소설의 가치관을 꾸준히 밀고 나가고 어필해줘서 안심하면서 읽을 수 있는데, 혼자서만 그 혜택을 안 받겠다며 고집 부리고 있는 인물이 주인공입니다. 편한게 최고지, 놀고 먹자 모토인데 정작 제일 열심히 일하는 사람이 되어있네요.

어린 등장인물들의 절대적으로 안전한 보호자, 동료를 절대로 배신하지 않는 든든한 아군, 계약관계를 철저하게 이행하는 합리적인 거래자. 좋은 타이틀을 달고 활약하는 주인공을 보면서 겉으론 ""아닌데? 절대 아닌데?"" 혼자만 아니라며 고개 흔드는 케일을 보면... 그저 주변 인들의 훈훈한 웃음과 신뢰 넘치는 표정을 따라 지으며 '짜식... 아닌척 하기는...'
하지만, 본인은 생색도 아니고 오리발도 아니고 쑥쓰러워서 짐짓 거절하는 척~도 아니고 진짜 정말 리얼리티 100% 진심으로 자긴 그다지 좋은 사람은 못된다고 생각하고 있네요.
누구보다 희생하면서 타인을 구하고 보호하고 나아가게 만드는 든든한 최전선 방어자로 서 있으면서요!! 그래서 결국 케일의 주변 인물들처럼 케일을 응원하고 어서 모든 일을 마치고 평온한 백수 생활이 찾아오길 고대해주고 있는 것 같습니다.
(하지만 그런 날이 찾아온다고 해도, 한 줄 신공으로 다음 챕터로 워프 시켜주실 것 같은 작가님의 모습이 이야기 위에서 아른거리는 것 같습니다. 한 줄짜리 휴가... 그것은 케일의 휴가...)

(제가 읽었던)다른 소설에 비해서 인물 묘사가 상당히 적은 편인 느낌입니다. 간결하고 살짝 건조한 느낌도 나는데, 훈훈한 분위기 덕분에 차갑거나 딱딱한 느낌이 들진 않아요. 움직임 묘사에 비슷한 표현이 반복되기는 하지만 특정 이벤트에만 주로 쓰이는 표현이라 그런지 자주 눈에 걸리진 않습니다.
그리고... 인물들을 쉽게 떠올릴 수 있게 언급해주셔서 인물 읽기가 정말 쉽습니다... ""김돌수와 김갈수와 김혁수"" 이런 식으로 나오면 누가 누군지 몰라서, 누구였지? 얘가 걘가? 하고 등장인물 이름 구분을 잘 못하는데, 백망되는 ""리더 김돌수, 앞잡이 김갈수, 대상단 김혁수"" 이런 식으로 대명사를 붙여 타이틀처럼 표현해줘서 대표 이미지와 캐릭터 이름을 끈끈하게 묶어줘요. 그래서 등장인물이 확장되기 시작한 부분에 들어서도 읽기가 참 편했습니다."|NULL|1|0
8266666|875103701|2018-11-27|jos***|너무...재밌어요 다음편이 너무 읽고싶어요....|100|1|1
8268158|875103701|2018-11-28|tja***|옆동네의 그냥 악역으로 살겠습니다랑 이거랑 보는데 진짜 재미있습니다. 이건 초반의 장벽만 넘기면 더없이 재미있습니닼ㅋㅋ|100|1|1
8268437|875103701|2018-11-28|fel***|265화 시점:: 캐릭터들이 정말 매력이 넘치고 한명한명 주연급임. 작가가 정말로 캐릭터들을 사랑하는게 느껴짐. 특히 나같은 경우엔 스토리보다는 캐릭터의 매력을 중요시해서 백망되는 진짜 최고임. 요즘 연재작들 중에서 이렇게까지 인간적이면서도 사랑스러운 캐릭들 없음|100|1|1
8270945|875103701|2018-11-28|jin***|"미친듯이 정주행을 계속 하고있는데 버릴곳이 없네요ㅎㅎㅎ
책으로 내시면 소장!!! 작가님 좀만더 많이 내주세요~~~"|100|1|1
8271457|875103701|2018-11-28|dar***|너무너무 답답한 구금증 유발 소설 ㅠㅠ|100|2|1
8272072|875103701|2018-12-07|dbf***|진짜 리디 업뎃너무 느려요 진짜 짜증나 리디... 물론 작품은 재밌습니다 재밌게 보고있어요.. 근데 플랫폼 리디 추천 안 함..|100|13|1
8274074|875103701|2023-09-01|red***|"9윌 1일 오늘 하루 휴재라고 카카오페이지에 떴네요.
작가님 코로나 걸리셔서...ㅜㅜ
몸조리 잘하시고 언능 나으셨음 좋겠네요."|100|7|1
8279450|875103701|2018-11-29|mad***|필력이 점점 떨어져요 소위말하는 알맹이는 별거 없는데 겉멋든 문체라고들 하죠 적응 못하시면 하차각 설겁니다|40|13|1
8279962|875103701|2018-12-14|chc***|진짜 케일 안에 록수님 뭐하던 분이세요|100|5|1
8292087|875103701|2018-12-01|nue***|백수 라이프 망하게 되어버림|100|2|1
